sample_idx,document_id,pers_entity_id,loc_entity_id,true_label,pred_label,confidence
161,NZZ-1868-06-16-a-p0003,NZZ-1868-06-16-a-p0003-NIL_syfrig,NZZ-1868-06-16-a-p0003_Q68959,PROBABLE,TRUE,0.9566780924797058
162,sn83020874-1830-05-15-a-i0002,sn83020874-1830-05-15-a-i0002-NIL_james_daniel,sn83020874-1830-05-15-a-i0002-NIL_buzzard_roost,PROBABLE,PROBABLE,0.9757511615753174
163,27112366_1874-08-25_000_197_0_006,27112366_1874-08-25_000_197_0_006-NIL_zwicker,27112366_1874-08-25_000_197_0_006_Q81720,FALSE,FALSE,0.9493563771247864
164,sn89058133-1920-07-08-a-i0006,sn89058133-1920-07-08-a-i0006-NIL_d_a_rawley,sn89058133-1920-07-08-a-i0006_Q2456192,TRUE,TRUE,0.9589115381240844
165,NZZ-1818-01-06-a-p0001,NZZ-1818-01-06-a-p0001_Q12971,NZZ-1818-01-06-a-p0001_Q1095337,TRUE,TRUE,0.9576616883277892
166,EXP-1988-02-15-a-i0330,EXP-1988-02-15-a-i0330-NIL_manfred_gsteiger,EXP-1988-02-15-a-i0330_Q46,FALSE,TRUE,0.9574705362319946
167,sn82014385-1810-04-14-a-i0002,sn82014385-1810-04-14-a-i0002_Q201646,sn82014385-1810-04-14-a-i0002_Q30,TRUE,TRUE,0.9600134491920472
168,sn83030483-1790-05-29-a-i0003,sn83030483-1790-05-29-a-i0003-NIL_capt_kepling,sn83030483-1790-05-29-a-i0003_Q29520,FALSE,FALSE,0.9496123790740968
169,JDG-1921-02-22-34,JDG-1921-02-22-34-NIL_m_stalder,JDG-1921-02-22-34-NIL_suisse,TRUE,FALSE,0.8282646536827087
170,sn82014385-1810-04-14-a-i0002,sn82014385-1810-04-14-a-i0002_Q1706673,sn82014385-1810-04-14-a-i0002_Q1370,FALSE,TRUE,0.9589064717292786
171,GDL-1981-12-11-62,GDL-1981-12-11-62-NIL_maria_esteve,GDL-1981-12-11-62-NIL_fulgur,FALSE,FALSE,0.9513258934020996
172,NZZ-1898-05-02-d-p0001,NZZ-1898-05-02-d-p0001-NIL_carl_v_muralt,NZZ-1898-05-02-d-p0001_Q248693,FALSE,FALSE,0.9503576159477234
173,NZZ-1898-11-07-c-p0001,NZZ-1898-11-07-c-p0001_Q379621,NZZ-1898-11-07-c-p0001_Q28,PROBABLE,PROBABLE,0.9901211261749268
174,NZZ-1938-11-13-c-p0001,NZZ-1938-11-13-c-p0001-NIL_siurgenenger,NZZ-1938-11-13-c-p0001_Q701030,FALSE,FALSE,0.9497413039207458
175,sn89058133-1920-07-08-a-i0006,sn89058133-1920-07-08-a-i0006-NIL_bob_lee_maddux,sn89058133-1920-07-08-a-i0006_Q2456192,TRUE,TRUE,0.9594311714172364
176,GDL-1928-05-06-a-i0059,GDL-1928-05-06-a-i0059_Q16524004,GDL-1928-05-06-a-i0059_Q41,TRUE,FALSE,0.9496166706085204
177,EXP-1918-11-18-a-i0067,EXP-1918-11-18-a-i0067_Q15694941,EXP-1918-11-18-a-i0067_Q70,PROBABLE,FALSE,0.9533398747444152
178,27646518_1892-07-05_21_335_005,27646518_1892-07-05_21_335_005-NIL_august_jabu,27646518_1892-07-05_21_335_005_Q64,TRUE,TRUE,0.9592694640159608
179,NZZ-1878-10-02-b-p0009,NZZ-1878-10-02-b-p0009_Q76679,NZZ-1878-10-02-b-p0009_Q40,FALSE,FALSE,0.949241578578949
180,luxwort-1948-05-04-a-i0049,luxwort-1948-05-04-a-i0049_Q3018496,luxwort-1948-05-04-a-i0049_Q30,TRUE,PROBABLE,0.9724605679512024
181,GDL-1841-07-30-7,GDL-1841-07-30-7-NIL_fanny_elliott,GDL-1841-07-30-7-NIL_londres,PROBABLE,TRUE,0.9556044936180116
182,sn92063852-1950-09-23-a-i0018,sn92063852-1950-09-23-a-i0018-NIL_mrs_h_f_thomas,sn92063852-1950-09-23-a-i0018_Q79867,TRUE,FALSE,0.9484685659408568
183,27112366_1874-08-25_000_197_0_006,27112366_1874-08-25_000_197_0_006-NIL_ru,27112366_1874-08-25_000_197_0_006_Q64,TRUE,FALSE,0.9502351880073548
184,JDG-1961-01-20-70,JDG-1961-01-20-70-NIL_m_john_hare,JDG-1961-01-20-70-NIL_londres,TRUE,TRUE,0.9575669169425964
185,sn89058133-1920-04-22-a-i0003,sn89058133-1920-04-22-a-i0003-NIL_lon_morelock,sn89058133-1920-04-22-a-i0003_Q142,FALSE,TRUE,0.8585083484649658
186,luxwort-1938-05-20-a-i0023,luxwort-1938-05-20-a-i0023_Q275020,luxwort-1938-05-20-a-i0023_Q237,FALSE,FALSE,0.9496078491210938
187,GDL-1981-11-17-62,GDL-1981-11-17-62-NIL_jeanne_ney,GDL-1981-11-17-62-NIL_halles,FALSE,FALSE,0.9482249021530152
