sample_idx,document_id,pers_entity_id,loc_entity_id,true_label,pred_label,confidence
173,GDL-1948-10-09-a-i0015,GDL-1948-10-09-a-i0015_Q609626,GDL-1948-10-09-a-i0015_Q29,True,False,0.9653811454772948
174,GDL-1981-11-17-62,GDL-1981-11-17-62-NIL_buxtehude,GDL-1981-11-17-62-NIL_eglise_saint_jacques,False,False,0.963230550289154
175,sn83026170-1820-05-05-a-i0004,sn83026170-1820-05-05-a-i0004-NIL_john_binns,sn83026170-1820-05-05-a-i0004-NIL_chesnut_street,True,True,0.9817357659339904
176,GDL-1826-06-30-2,GDL-1826-06-30-2-NIL_chiutaehi,GDL-1826-06-30-2-NIL_patras,False,False,0.957277774810791
177,GDL-1981-11-17-62,GDL-1981-11-17-62-NIL_g_w_pabst,GDL-1981-11-17-62-NIL_palais_de_beaulieu,False,False,0.9637799859046936
178,NZZ-1898-05-02-d-p0001,NZZ-1898-05-02-d-p0001-NIL_carl_v_muralt,NZZ-1898-05-02-d-p0001-NIL_frohlichstrae_1,False,False,0.9637799859046936
179,EXP-1868-04-22-a-i0042,EXP-1868-04-22-a-i0042-NIL_m_pocbin,EXP-1868-04-22-a-i0042_Q1509963,False,False,0.9621075391769408
180,NZZ-1898-06-10-c-p0001,NZZ-1898-06-10-c-p0001_Q7322,NZZ-1898-06-10-c-p0001_Q828,False,False,0.963230550289154
181,sn88068010-1890-11-06-a-i0006,sn88068010-1890-11-06-a-i0006-NIL_s_h_clifford,sn88068010-1890-11-06-a-i0006_Q1844924,False,False,0.9621075391769408
182,NZZ-1868-02-17-a-p0001,NZZ-1868-02-17-a-p0001-NIL_mellana,NZZ-1868-02-17-a-p0001_Q828,False,False,0.9626730680465698
183,sn89058133-1920-07-08-a-i0006,sn89058133-1920-07-08-a-i0006-NIL_dabbs,sn89058133-1920-07-08-a-i0006_Q2456192,True,True,0.9852713346481324
184,GDL-1826-08-22-10,GDL-1826-08-22-10-NIL_m_le_prince_de_metternicli,GDL-1826-08-22-10-NIL_annecy,False,False,0.9669140577316284
185,sn88068010-1890-09-25-a-i0006,sn88068010-1890-09-25-a-i0006_Q44105,sn88068010-1890-09-25-a-i0006_Q48,False,False,0.9635062217712402
186,GDL-1826-08-22-10,GDL-1826-08-22-10-NIL_m_le_prince_de_metternicli,GDL-1826-08-22-10-NIL_turin,False,False,0.9635062217712402
187,27646518_1892-07-05_21_335_005,27646518_1892-07-05_21_335_005-NIL_simon_besas,27646518_1892-07-05_21_335_005_Q64,False,False,0.961243748664856
